Start,End
89597,89612
89617,89646
89657,89679
89689,89709
89712,89750
89762,89831
89840,89883
89895,89930
89934,90003
90024,90056
90058,90110
90117,90133
90147,90213
90227,90241
90261,90272
90297,90376
90389,90538
90543,90593
90608,90665
90695,90770
90784,90805
90812,90842
90848,90867
90875,90895
90907,90942
90946,90997
91027,91039
92674,92686
93007,93017
93154,93154
93156,93157
93183,93191
93199,93236
93248,93257
93267,93268
93270,93274
93427,93435
93460,93482
93566,93575
93599,93601
93642,93642
93855,93855
94075,94075
94597,94597
94599,94602
94632,94632
94662,94666
94692,94706
94769,94775
94819,94837
94860,94871
94886,94888
95003,95008
95059,95059
95108,95121
95149,95158
96226,96227
96229,96232
96254,96270
96443,96454
96456,96456
96459,96460
96472,96479
96503,96519
96694,96706
96744,96751
96792,96802
96823,96828
96855,96861
96878,96884
96909,96912
96914,96914
96931,96939
97240,97248
97262,97265
97335,97373
97389,97429
97450,97454
97462,97469
97559,97572
97594,97595
97597,97597
97672,97675
97689,97701
97726,97739
97745,97791
97797,97811
97836,97847
97883,97893
97915,97923
97943,97948
97973,97977
97979,97979
98028,98032
98106,98108
98275,98275
98278,98278
98281,98281
98283,98285
98287,98358
98363,98378
98382,98395
98397,98410
98431,98431
98446,98465
98479,98522
98540,98549
98564,98596
98618,98627
99086,99091
99093,99093
99152,99152
99238,99238
99935,99945
99947,100278
100613,100614
100616,100618
100620,100620
100622,100630
100632,100643
100645,100647
100649,100653
100655,100700
100704,100704
100708,100711
100833,100833
100838,100838
100878,100878
100880,100880
100883,100884
100891,100894
100897,100897
100904,100905
100914,100914
100916,100917
100922,100922
100933,100933
100935,100935
100937,100939
100941,100941
100946,100946
100949,100950
100954,100956
100958,100967
100969,100970
100977,100977
100979,100979
100983,100983
100985,100986
100989,101001
101003,101007
101009,101036
101038,101058
101060,101114
101116,101118
101434,101437
101439,101442
101444,101453
101455,101475
101524,101524
101526,101527
101557,101557
101559,101559
101561,101570
101572,101572
101576,101579
101581,101581
101583,101583
101585,101585
101590,101591
101599,101602
101633,101635
126621,126621
126623,126623
126644,126649
126666,126667
129450,129450
129454,129462
129464,131477
131479,131480
131482,131482
131546,131546
131548,131559
131596,131596
131598,131610
131628,131643
131783,131789
131859,131860
131862,131862
132516,132583
132589,132613
132615,132642
132674,132688
132737,132758
132761,132792
132794,132848
132856,132882
132901,132987
132997,133040
133053,133096
133120,133142
133158,133165
133167,133167
133606,133606
133730,133732
133734,133736
133972,133996
134010,134011
134014,134020
134040,134081
136206,136211
136240,136254
136281,136294
136314,136360
136371,136392
136428,136435
138041,138125
138135,138146
138893,138901
138956,138961
139016,139032
139046,139059
139222,139230
139286,139293
139313,139320
139329,139339
139356,139376
139393,139403
139523,139523
139632,139635
139637,139640
139651,139693
139714,139728
139753,139766
139782,139795
139808,139812
139832,139882
139887,139946
139956,140045
140072,140087
140116,140131
140600,140601
144096,144106
144263,144264
144634,144637
144648,144659
144697,144710
144745,144769
144783,144790
145429,145446
145458,145465
146018,146020
146061,146074
146077,146096
146106,146132
146140,146157
146175,146184
146226,146243
146321,146340
146342,146342
146607,146609
146614,146616
146618,146621
146624,146626
146630,146631
146633,146638
146640,146641
146644,146645
146648,146648
146654,146654
146658,146658
146667,146667
146671,146672
146681,146681
146685,146685
146691,146691
146693,146694
146697,146697
146717,146717
146771,146772
146775,146781
146783,146790
146792,146792
146796,146800
146803,146803
146805,146805
146972,146977
146993,146993
146996,146996
147001,147012
147014,147014
147016,147017
147019,147024
147026,147026
147028,147032
147035,147039
147041,147053
147277,147278
147284,147284
147287,147287
147289,147289
147291,147296
147646,147650
147666,147666
147668,147695
152612,152612
152626,152626
152629,152629
152639,152642
152645,152645
152655,152655
152658,152658
152660,152662
152665,152666
152668,152668
152672,152672
152674,152675
152677,152679
152681,152682
152684,152684
152688,152692
152695,152695
152697,152697
152700,152701
152703,152705
152718,152718
152720,152721
152737,152737
152741,152741
152743,152744
152747,152748
152767,152767
152773,152774
152789,152789
152809,152809
152845,152846
152851,152855
152857,152857
152859,152859
152861,152861
152863,152864
152866,152866
152870,152870
152874,152874
152879,152888
152890,152899
152902,152904
152906,152908
152910,152910
152914,152915
152917,152917
152921,152921
152924,152926
152928,152929
152934,152936
152940,156224
158023,158053
158056,158057
158244,158257
158291,158295
158316,158331
158350,158368
158393,158412
158428,158431
159348,159348
159350,159357
159371,159374
159377,159379
159381,159383
159401,159404
159927,159967
159971,160011
164787,164789
165568,165580
165693,165698
165803,165805
166149,166166
167290,167297
167326,167339
168357,168376
168388,168401
168420,168439
168456,168470
171357,171361
171372,171784
174791,174795
174809,174820
174832,174846
174848,174848
174850,174872
174875,174885
184310,184318
184337,184340
186339,186343
186507,186509
186532,186534
186537,186537
186539,186539
186844,187018
187109,187110
188584,188749
188751,188751
188765,188781
189015,189015
189020,189020
189031,189031
189322,189338
189357,189384
189635,189678
191110,191110
191120,191121
191396,191440
191443,191443
191447,191447
191460,191460
191466,191499
191504,191504
191509,191509
191782,191866
192055,192068
192087,192088
192091,192091
192094,192095
192119,192122
192128,192129
192131,192136
192138,192377
192386,192403
192406,192407
192410,192412
192415,192418
192428,192428
192430,192431
192433,192434
192437,192446
192482,192483
192485,192490
192492,192493
192495,192495
192500,192500
192505,192505
192507,192507
192509,192511
192520,192521
192523,192523
192527,192527
192572,192572
192731,192731
192733,192733
192736,192738
192792,192795
193106,193188
193191,193194
193196,193197
193953,193953
194319,194325
194347,194348
194448,194453
194456,194460
194530,194530
194533,194538
194540,194540
194542,194545
194597,194604
194624,194633
194658,194672
194695,194700
194724,194733
194769,194788
194836,194840
194874,194878
194909,194913
195001,195011
195013,195013
195084,195089
195375,195376
195443,195446
195965,195970
196000,196007
196039,196048
196250,196250
196252,196254
196278,196285
196432,196432
197448,197448
198754,198754
198756,198768
198791,198791
198860,198864
207067,207067
207073,207073
207077,207134
207141,207152
207154,207155
207167,207167
207178,207178
207182,207184
207186,207196
207198,207198
207200,207389
207391,207393
207395,207562
207564,207564
207566,207567
207574,207574
207583,207585
207774,207775
209786,209787
209790,209792
209795,209795
209831,209831
209924,209924
223845,223853
223941,223942
223963,223966
223995,224006
224026,224031
224051,224060
224089,224089
224091,224099
224110,224113
224120,224131
224579,224625
224630,224644
224699,224704
224718,224722
224761,224773
224804,224822
224845,224862
224888,224904
224935,224950
225026,225028
225115,225115
225128,225136
225153,225154
225158,225161
225167,225171
225190,225200
225223,225229
225302,225304
225353,225365
225389,225392
225412,225417
225458,225467
225495,225499
225502,225508
225543,225553
225602,225607
225632,225642
225680,225684
225714,225719
225770,225776
225808,225811
225869,225874
225990,225998
226033,226039
226068,226076
226100,226102
226127,226130
226314,226314
226316,226317
226319,226320
226362,226371
226485,226498
226566,226570
226591,226600
226627,226635
226700,226710
226842,226843
226869,226878
226903,226903
226955,226958
226995,226996
226998,226998
227062,227069
227110,227120
227149,227156
227196,227201
227229,227236
227263,227273
227311,227329
227417,227429
227495,227499
227501,227501
227533,227537
227560,227567
227602,227610
227639,227649
227690,227690
227713,227720
227742,227753
227776,227777
227850,227861
227902,227913
228038,228040
228044,228044
228047,228047
228098,228099
228118,228134
228147,228208
228219,228229
228232,228235
228261,228272
228317,228332
228342,228354
228367,228386
228396,228419
228433,228447
228466,228470
228503,228508
228548,228565
228582,228597
228604,228613
228630,228651
228678,228687
228796,228796
228810,228814
228820,228820
228840,228846
228903,228908
228927,228928
229020,229020
229046,229046
229053,229058
229069,229069
229072,229078
229088,229088
229094,229098
229121,229123
229139,229140
229143,229143
229145,229145
229147,229161
229163,229164
229178,229181
229211,229211
229331,229342
229344,229344
229356,229360
229365,229376
229379,229379
229385,229399
229402,229402
229404,229404
229428,229430
229432,229432
229469,229470
229496,229496
229499,229499
229502,229502
229513,229522
229533,229541
229548,229554
229557,229557
229579,229582
229584,229585
229612,229612
229615,229615
229641,229642
229644,229652
229675,229676
229683,229688
229709,229709
229711,229713
229721,229728
229778,229778
229782,229782
229799,229806
229812,229818
229862,229864
229876,229876
229902,229908
229929,229935
229947,229951
229964,229967
230011,230023
230057,230064
230071,230076
230078,230078
230080,230080
230095,230104
230115,230115
230119,230119
230174,230175
230263,230266
230494,230499
230501,230503
230514,230571
230573,230573
230578,230610
230612,230628
230635,230641
230646,230657
230659,230659
230679,230684
230704,230707
230721,230737
230739,230739
230741,230741
230743,230743
230747,230752
230754,230754
230756,230756
230897,230897
230901,230905
230955,230970
230986,230992
231163,231164
231191,231193
231568,231568
231570,231570
231573,231574
231670,231676
231678,231678
232226,232226
232706,232706
232738,232740
234090,234094
234097,234097
234122,234122
234153,234157
234235,234238
234304,234305
234332,234332
234334,234334
234379,234384
234411,234418
234442,234447
234475,234483
234582,234582
234636,234645
234670,234673
234731,234737
234842,234850
234933,234940
235006,235006
235009,235009
235011,235011
235068,235074
235151,235151
235153,235164
237643,237645
237678,237679
237765,237772
237801,237806
238649,238656
239365,239371
239791,239792
239794,239794
239796,239796
240978,240980
242155,242158
247779,247779
247785,247785
247829,247829
247840,247840
247907,247907
247942,247942
249589,249589
249595,249595
249673,249673
249829,249829
249840,249840
