Start,End
146038,146139
146189,146200
146230,146232
146252,146266
146283,146292
146314,146328
146350,146360
146391,146403
146462,146462
146465,146477
146481,146481
146483,146491
146535,146570
146572,147286
147288,147298
147300,147312
147319,147524
147553,147574
147581,147625
147642,147660
147666,147672
147676,147692
147697,147730
147739,147753
147757,147782
147792,147799
147803,147814
147822,147839
147845,147845
147847,147958
147965,147969
147973,147987
147995,147998
148006,148021
148043,148043
148076,148078
148096,148096
148098,148099
148119,148119
148127,148128
148133,148133
148135,148139
148145,148147
148150,148160
148162,148166
148168,148177
148180,148194
148196,148196
148199,148199
148218,148219
148221,148224
148253,148253
148258,148258
148312,148312
148322,148323
148336,148337
148340,148340
148342,148371
148373,148375
148425,148428
148430,148433
148441,148441
148443,148459
148462,148466
148468,148474
148477,148485
148488,148488
148490,148523
148525,148531
148533,148545
148567,148572
148574,148575
148577,148582
148584,148584
148591,148610
148638,148642
148677,148683
148694,148695
148697,148697
148699,148755
148761,148775
148786,148795
148797,148810
148821,148823
148825,148834
148855,148856
148858,148865
148894,148903
148905,148905
148972,148985
148988,149051
149054,149057
149059,149071
149073,149073
149076,149078
149094,149109
149116,149120
149123,149126
149148,149148
149154,149154
149203,149204
149207,149207
149215,149215
149217,149217
149220,149222
149255,149258
149260,149260
149351,149351
150006,150006
150029,150029
150052,150053
150077,150077
150081,150081
150086,150086
150091,150091
150157,150157
150245,150245
150258,150258
150322,150326
150329,150352
150354,150354
150356,150819
150821,150840
150843,150847
150850,150879
150882,150887
150890,150891
150894,150895
150899,150899
150903,150904
150961,150961
150965,150965
150970,150970
150974,150975
150978,150979
150982,150983
150985,151728
152075,154195
154200,154476
154478,154638
154640,154660
154662,155407
155409,157314
157326,157357
157362,157387
157394,157394
157396,157396
157402,157426
157448,157473
157477,157488
157493,157508
157524,157532
157539,157547
157561,157574
157580,157607
157613,157625
157630,157660
157671,157681
157692,157955
157961,157987
157994,157998
158008,158044
158046,158077
158084,158142
158165,158187
158196,158210
158219,158247
158254,158650
158657,159120
159125,159180
159185,159296
159298,159567
159579,159734
159740,159815
159831,159858
159875,159891
159895,159911
159916,159925
159929,159942
159947,159964
159971,159972
159974,159974
159980,160000
160003,160012
160015,160029
160034,160042
160048,160060
160074,160085
160088,160124
160126,160139
160144,160159
160169,160188
160194,160214
160220,160221
160230,160236
160255,160264
160280,160288
160305,160319
160325,160326
160335,160343
160347,160410
160416,160421
160424,160458
160460,160475
160479,160491
160494,160497
160507,160509
160514,160516
160525,160531
160546,160562
160599,160621
160638,160660
160675,160695
160714,160714
160733,160739
160756,160756
160779,160793
160808,160824
160836,160837
160839,160839
160848,160870
160880,160899
160928,160932
160963,160964
160974,160988
161007,161024
161033,161250
161271,161281
161294,161317
161334,161361
161365,161374
161388,161398
161410,161415
161421,161431
161443,161447
161454,161472
161476,161504
161516,161527
161539,161562
161574,161593
161605,161618
161632,161642
161689,161705
161714,161740
161753,161774
161781,161791
161808,161827
161837,161856
161863,161886
161898,161908
161930,161941
161954,161976
161983,162036
162039,162101
162107,162179
162182,162212
162224,162258
162265,162275
162292,162503
162528,162559
162566,162581
162593,162603
162613,162620
162634,162642
162657,162667
162670,162680
162697,162708
162710,162787
162808,162837
162846,162891
162897,163039
163051,163077
163107,163116
163123,163149
163158,163232
163234,163260
163262,163387
163394,163408
163413,163437
163443,163462
163468,163613
163620,163633
163641,163664
163674,163697
163711,163846
163852,163879
163886,163911
163923,163932
163959,163967
163981,164048
164050,165196
165204,165212
165217,165234
165245,165260
165273,165284
165296,165344
165351,165391
165404,165405
165414,165422
165432,165436
165465,165472
165480,165484
165507,165508
165527,165538
165562,165638
165660,165667
165682,165690
165703,165712
165725,165743
165756,165763
165772,165780
165786,165801
165807,165809
165822,165829
165851,165861
165880,165906
165920,165943
165969,165987
166030,166040
166048,166053
166062,166070
166079,166080
166082,166087
166104,166106
166110,166122
166135,166148
166158,166165
166188,166196
166200,166217
166219,166253
166255,166314
166322,166333
166344,166464
166475,166560
166564,166650
166654,167045
167210,167214
167279,167302
167324,167341
167368,167380
167528,167533
167563,167582
167606,167626
167695,167702
167704,167708
167739,167751
167784,167785
167807,167807
167810,167810
167819,167936
167944,167969
167978,168007
168013,168047
168067,168101
168118,168139
168162,168167
168172,168191
168209,168256
168264,168285
168298,168324
168331,168349
168366,168379
168499,168519
168548,168559
168579,168670
168674,168764
168772,168870
168886,168918
168929,168942
168955,168976
168984,168994
169018,169026
169039,169055
169061,169272
169284,169302
169361,169377
169387,169399
169414,169414
169417,169456
169485,169498
169815,169821
169826,169826
169850,169864
170156,170156
170381,170392
170464,170475
170499,170499
170767,170771
170864,170867
170940,170943
171104,171117
171152,171154
171185,171194
171200,171211
171241,171242
171271,171284
171299,171310
171338,171340
171357,171369
171380,171391
171407,171425
171431,171471
171498,171536
171551,171617
171633,171690
171713,171728
171734,171735
171737,171783
171802,171820
171832,171852
171869,171881
172213,172217
172231,172253
172257,172278
172287,172313
172319,172320
172329,172330
172338,172360
172362,172371
172373,172378
172384,172390
172394,172397
172405,172417
172431,172441
172445,172459
172472,172483
172490,172490
172502,172512
172517,172547
172557,172569
172583,172599
172613,172641
172650,172660
172675,172685
172690,172693
172704,172724
172733,172754
172761,172763
172774,172778
172787,172796
172802,172807
172816,172830
172834,172858
172864,172879
172885,172888
172896,172905
172911,172931
172943,172944
172949,173020
173030,173203
173221,173250
173254,173264
173278,173284
173309,173333
173347,173350
173374,173394
173413,173419
173441,173483
173493,173678
173688,173701
173712,173727
173730,173807
173810,173810
173813,173840
173846,173850
173861,173876
173882,173883
173891,173903
173915,173925
173935,173959
173973,173982
173987,173992
173999,174020
174025,174036
174041,174055
174059,174075
174088,174099
174103,174103
174119,174119
174146,174173
174180,174180
174184,174185
174187,174187
174189,174189
174196,174196
174229,174229
174232,174245
174309,174325
174329,174329
174355,174368
174370,174370
174402,174419
174424,174424
174438,174446
174479,174481
174483,174496
174500,174500
174520,174528
174545,174570
174589,174590
174592,174605
174627,174642
174812,174812
174820,174821
175563,175566
175569,175569
175578,175587
175592,175592
175597,175597
175599,175599
175607,175607
175640,175649
175708,175708
175711,175718
175731,175756
175763,175793
175797,175799
175805,175813
175826,175832
175847,175860
175897,175910
175933,175943
175952,175963
175986,175993
176009,176020
176028,176066
176074,176087
176101,176112
176126,176173
176184,176197
176209,176221
176266,176278
176302,176313
176332,176336
176356,176372
176379,176492
176496,176521
176536,176550
176558,176569
176584,176584
176589,176596
176609,176621
176640,176647
176656,176690
176699,176752
176755,176827
176834,176854
176867,176871
176896,176920
176932,177014
177031,177039
177065,177074
177080,177089
177094,177106
177120,177157
177160,177169
177172,177211
177215,177217
177220,177277
177280,177287
177290,177322
177326,177335
177338,177347
177357,177364
177367,177379
177388,177397
177402,177404
177409,177409
177411,177411
177422,177430
177434,177445
177454,177467
177475,177484
177489,177491
177500,177509
177517,177550
177557,177565
177570,177611
177619,177626
177630,177647
177658,177665
177670,177688
177701,177704
177710,177728
177733,177737
177741,177751
177757,177767
177772,177788
177798,177806
177809,177856
177867,177879
177902,177919
177941,177955
178000,178013
178087,178092
178121,178134
178197,178199
178232,178232
178234,178239
178269,178269
178272,178274
178276,178283
178321,178328
178458,178458
178657,178657
178900,178911
178925,178935
178938,178952
178960,178975
178984,179106
179112,179555
179568,179913
179927,179940
179954,179963
179971,179971
179978,179994
180005,180023
180025,180025
180031,180043
180047,180060
180065,180079
180089,180109
180136,180150
180175,180186
180193,180204
180212,180242
180251,180260
180264,180344
180362,180370
180376,180387
180395,180396
180407,180414
180428,180443
180456,180467
180487,180496
180513,180628
180641,180656
180669,180679
180692,180721
180727,180932
180944,180966
180979,181003
181013,181161
181171,181195
181213,181228
181248,181259
181270,181298
181306,181436
181438,181438
181441,181467
181475,181502
181513,181528
181541,181552
181572,181593
181604,181621
181627,181729
181736,181752
181770,181781
181801,181816
181830,181907
181918,181935
181947,181970
181991,182011
182027,182037
182040,182353
182356,182358
182361,182364
182367,182372
182374,182388
182399,182417
182427,182438
182452,182464
182479,182490
182502,182519
182531,182559
182575,182586
182603,182627
182639,182652
182668,182691
182713,182723
182743,182750
182752,182768
182788,182804
182822,182822
182831,182831
182836,182838
182845,182855
182857,182864
182871,182881
182884,182909
182930,182934
182938,182938
182940,182970
182981,182997
183017,183031
183045,183064
183077,183087
183102,183118
183122,183201
183205,183218
183239,183248
183262,183268
183270,183272
183287,183385
183391,183441
183443,183461
183465,183544
183559,183573
183580,183581
183589,183590
183592,183603
183618,183640
183650,183681
183690,183702
183711,183719
183724,183730
183736,183736
183738,183748
183764,183885
183890,183908
183916,183926
183931,183943
183952,183996
184006,184034
184044,184059
184063,184086
184095,184152
184154,184184
184190,184272
184283,184305
184317,184342
184354,184365
184371,184438
184444,184456
184461,184572
184580,184606
184609,184693
184704,184720
184731,184811
184821,184836
184847,184902
184914,185008
185032,185041
185053,185061
185076,185079
185100,185115
185127,185129
185177,185178
185188,185196
185203,185209
185211,185211
185213,185225
185227,185227
185230,186169
186635,186635
186664,186665
186667,188208
188216,188321
188323,188355
188360,188571
188576,188601
188603,189463
189465,189502
189504,189629
189634,189653
189655,189673
189688,189701
189705,189712
189718,189735
189747,189771
189781,189800
189803,189813
189819,189832
189839,189859
189868,189886
189894,189915
189919,189931
189936,189939
189943,189968
189972,190010
190017,190025
190028,190039
190045,190055
190060,190060
190067,190090
190101,190128
190135,190180
190185,190209
190221,190244
190262,190287
190293,190316
190318,190357
190359,190372
190374,190393
190396,190410
190412,192265
192275,192287
192297,192299
192307,192319
192323,192328
192337,192362
192374,192385
192397,192413
192422,192438
192448,192461
192478,192505
192510,192542
192562,192572
192578,192584
192592,192602
192614,192633
192644,192673
192685,192700
192722,192747
192753,192754
192761,192776
192781,192790
192796,192797
192804,192821
192829,192853
192863,192875
192886,192915
192923,192938
192947,192947
192955,192976
192982,193004
193014,193047
193055,193074
193077,193102
193107,193157
193174,193196
193210,193236
193243,193272
193279,193311
193327,193347
193366,193379
193387,193391
193397,193420
193429,193498
193506,193525
193537,193550
193555,193561
193569,193581
193592,193602
193616,193644
193652,193722
193733,193752
193761,193783
193792,193805
193812,193816
193822,193843
193857,193886
193896,193927
193949,193972
193980,193988
193998,194022
194026,194036
194039,194052
194060,194074
194079,194087
194095,194117
194134,194147
194167,194179
194189,194192
194199,194215
194232,194245
194257,194277
194293,194306
194317,194394
194409,194428
194441,194488
194496,194520
194527,194758
194765,194806
194813,194839
194841,194874
194877,194985
194989,195017
195023,195213
195223,195247
195253,195468
195478,195491
195504,195526
195536,195597
195599,195601
195603,195614
195636,195659
195674,195686
195697,195721
195730,195749
195752,195772
195786,195797
195810,195821
195839,195850
195870,195896
195904,195916
195926,195940
195946,196050
196052,196052
196061,197209
197211,197216
197221,197226
197230,197242
197246,197427
197439,197482
197487,197491
197495,197536
197541,197562
197569,197579
197587,197591
197601,197611
197630,197642
197660,197672
197718,197734
197748,197748
197779,197788
197807,197816
197823,197832
197834,197921
197935,197939
197947,197958
197974,197988
198023,198033
198049,198062
198071,198085
198087,198116
198120,198198
198200,198227
198243,198280
198293,198309
198318,198333
198337,198433
198441,198474
198480,198503
198512,198530
198545,198571
198577,198757
198766,198780
198791,198802
198811,198814
198822,198840
198848,198871
198875,198889
198895,198920
198923,198923
198927,198946
198957,198976
198988,198997
199001,199018
199020,199040
199047,199105
199113,199161
199163,199185
199189,199194
199196,199224
199238,199253
199257,199262
199267,199291
199299,199327
199336,199349
199359,199375
199393,199415
199430,199451
199457,199462
199469,199485
199495,199521
199530,199578
199585,199684
199689,199726
199734,199736
199738,199750
199768,199793
199812,199833
199837,199933
199941,199950
199953,200015
200017,200074
200076,200076
200078,200091
200094,200115
200120,200122
200127,200136
200139,200210
200214,200235
200240,200247
200257,200381
200388,200413
200427,200448
200457,200498
200502,200531
200550,200570
200577,200596
200602,200639
200642,200657
200663,200735
200742,200754
200772,200773
200792,200818
200831,200974
200978,201007
201014,201036
201040,201062
201066,201088
201094,201126
201140,201153
201167,201179
201195,201221
201237,201271
201282,201298
201301,201390
201396,201403
201411,201441
201450,201471
201487,201498
201507,201517
201526,201550
201555,201582
201598,201616
201633,201652
201671,201699
201707,201715
201721,201747
201762,201789
201797,201860
201864,201890
201915,201937
201947,201967
201977,201996
202013,202038
202047,202069
202084,202109
202126,202145
202151,202157
202167,202176
202184,202208
202211,202302
202322,202457
202469,202495
202499,202512
202516,202530
202546,202556
202560,202575
202587,202603
202609,202632
202634,202665
202817,202817
203057,203057
205210,205211
205216,205218
205291,205291
205426,205427
205429,205429
205455,205458
205508,205510
205513,205518
205536,205536
205556,205557
205571,205575
205580,205583
205596,205597
205601,205601
205603,205609
205612,205612
205614,205614
205616,205616
205631,205635
205638,205770
205773,205802
205805,205861
205865,205886
205898,205931
205933,206076
206100,206100
206119,206131
206137,206142
206145,206161
206163,206163
206190,206206
206215,206249
206254,206268
206274,206281
206284,206308
206312,206460
206465,206480
206486,206493
206500,206521
206529,206562
206564,206705
206723,206734
206849,206849
206861,206861
206875,206877
206910,206921
206993,206993
207006,207016
207040,207040
207047,207048
207062,207080
207083,207137
207164,207178
207185,207226
207231,207233
207237,207242
207248,207260
207265,207272
207279,207289
207293,207313
207318,207327
207330,207345
207348,207388
207394,207400
207407,207420
207433,207659
207663,207682
207692,207716
207726,207829
207839,207849
207875,207889
207907,207918
207944,207967
207983,207999
208015,208035
208050,208062
208088,208113
208122,208150
208152,208176
208179,208195
208208,208210
208221,208231
208251,208260
208268,208268
208274,208274
208382,208382
208395,208404
208431,208440
225688,225690
225755,225755
225757,225757
230288,230290
230540,230540
233757,233757
235537,235537
235540,235542
235545,235545
235560,235560
235563,235563
235565,235565
235616,235616
235619,235619
235621,235621
235690,235690
235981,235986
236119,236119
248871,248871
248874,248875
